Frame	time	opcode_ch	bits
      1187	       13.12	 W_A00D	
      1189	       13.26	 N_A00D	1571000d000025e427ac0e26495a000000003b
      1191	       13.50	 W_A011	
      1192	       13.50	 N_A00D	158a000d0000263b27cc5226a65a000000003c
      1194	       13.65	 W_A00B	00a030500a3cc85b80
      1197	       13.74	 N_A00D	15a3000d0000262f27e57626b25a000000003c
      1198	       13.74	 N_A011	195d0f00
      1199	       13.75	 W_A00F	0104010060
      1201	       13.84	 W_A010	004612b732300400
      1204	       13.94	 W_A010	014012b764000400
      1205	       13.99	 N_A00D	15bc000c0000268527fef526c95b800000003c
      1206	       13.99	 N_A011	195e0f00
      1208	       14.04	 W_A010	026690b764900400
      1211	       14.14	 W_A010	036030b8b2000400
      1213	       14.23	 N_A00D	15d5000d00002692280daa27025b800000003d
      1216	       14.33	 R_A001	0409000c067c24f200000000000000000000
      1217	       14.33	 W_A00E	
      1219	       14.43	 W_A011	00000500
      1220	       14.47	 N_A00D	15ee000d0000269e282b1127255b800000003d
      1222	       14.48	 N_A011	19600f00
      1225	       14.62	 R_A00E	0201
      1226	       14.72	 N_A00D	1607000d0000269228428b27695b800000003d
      1228	       14.77	 N_A011	19600500
      1229	       14.96	 N_A00D	1620000c000026f428605b27695b800000003d
      1230	       15.25	 N_A00D	1639000d0000270c28853027805b800000003c
      1231	       15.25	 N_A011	195d0500
      1232	       15.50	 N_A00D	1652000d0000275628a12d27d05b800000003e
      1233	       15.50	 N_A011	195e0500
      1234	       15.74	 N_A00D	166b000c0000271928b55327fd5b800000003d
      1235	       15.99	 N_A00D	1684000d0000278628d35528135b800000003d
      1236	       15.99	 N_A011	195f0500
      1237	       16.23	 N_A00D	169d000d0000276228e5bc286d5b800000003e
      1238	       16.23	 N_A011	19600500
      1239	       16.47	 N_A00D	16b6000d000027b629026c288e5b800000003e
      1240	       16.72	 N_A00D	16cf000d000027aa2916ed286d5b800000003e
      1241	       17.01	 N_A00D	16e8000d000027ce2933f928d15b800000003e
      1242	       17.01	 N_A011	19610500
      1243	       17.25	 N_A00D	1701000d000027f229484328d15b800000003f
      1244	       17.50	 N_A00D	171a000d00002822296319291f5b800000003f
      1245	       17.74	 N_A00D	1733000d0000284629888029615b800000003f
      1246	       17.98	 N_A00D	174c000d0000287529993c296c5b800000003f
      1247	       18.23	 N_A00D	1765000d0000283a29b5d229ad5b800000003f
      1248	       18.47	 N_A00D	177e000d0000288129d02229e45b8000000040
      1249	       18.72	 N_A00D	1797000e000028c829ef2a29d95b8000000040
      1250	       19.01	 N_A00D	17b0000d000028e02a071f2a3b5b8000000040
      1251	       19.25	 N_A00D	17c9000d000029032a25262a505b8000000040
      1252	       19.25	 N_A011	19620500
      1253	       19.50	 N_A00D	17e2000d000029322a3f3d2a715b8000000041
      1254	       19.74	 N_A00D	17fb000d0000291a2a5ac82a865b8000000040
      1255	       19.98	 N_A00D	1814000d0000296c2a6a7c2ae75b8000000041
      1256	       19.98	 N_A011	19630500
      1257	       20.23	 N_A00D	182d000d000029492a8dea2b1c5b8000000041
      1258	       20.23	 N_A011	19640500
      1259	       20.47	 N_A00D	1846000d000029b22aa23b2b3c5b8000000041
      1260	       20.52	 N_A011	19650500
      1261	       20.71	 N_A00D	185f000e000029b22ac3482b715b8000000042
      1262	       20.76	 N_A011	19660500
      1263	       21.01	 N_A00D	1878000d000029e02ad9152b665b8000000042
      1264	       21.25	 N_A00D	1891000e000029c92af1492bbb5b8000000041
      1265	       21.25	 N_A011	19670500
      1266	       21.49	 N_A00D	18aa000d00002a0e2b09a32bd05b8000000042
      1267	       21.74	 N_A00D	18c3000d00002a302b280e2c045b8000000042
      1268	       21.74	 N_A011	19680500
      1269	       21.98	 N_A00D	18dc000c00002a522b420c2c245b8000000043
      1270	       22.23	 N_A00D	18f5000c00002a3c2b5f052c4e5b8000000042
      1271	       22.47	 N_A00D	190e000d00002aa22b723e2c775b8000000043
      1272	       22.52	 N_A011	19670500
      1273	       22.76	 N_A00D	1927000c00002a8b2b8f5a2cab5b8000000043
      1274	       22.76	 N_A011	19680500
      1275	       23.01	 N_A00D	1940000d00002aae2ba7422cdf5b8000000043
      1276	       23.01	 N_A011	19690500
      1277	       23.25	 N_A00D	1959000d00002ae62bc3282cfe5b8000000043
      1278	       23.49	 N_A00D	1972000d00002b082bdf9e2d3c5b8000000044
      1279	       23.49	 N_A011	196a0500
      1280	       23.74	 N_A00D	198b000d00002b082bfbf12d6f5b8000000043
      1281	       23.74	 N_A011	196b0500
      1282	       23.98	 N_A00D	19a4000d00002b2a2c144e2da25b8000000044
      1283	       24.22	 N_A00D	19bd000d00002b4b2c2c1b2db65b8000000044
      1284	       24.23	 N_A011	196a0500
      1285	       24.47	 N_A00D	19d6000c00002b782c404c2de95b8000000045
      1286	       24.76	 N_A00D	19ef000c00002b782c5e272e3a5b8000000045
      1287	       25.01	 N_A00D	1a08000d00002bb02c7a922e595b8000000045
      1288	       25.25	 N_A00D	1a21000d00002bbb2c8c8b2ea95b8000000045
      1289	       25.25	 N_A011	196b0500
      1290	       25.49	 N_A00D	1a3a000d00002c1f2ca96d2eb35b8000000045
      1291	       25.49	 N_A011	196c0500
      1292	       25.74	 N_A00D	1a53000c00002c092cc71e2ef95b8000000045
      1293	       25.98	 N_A00D	1a6c000c00002c092cdef42f2b5b8000000045
      1294	       25.98	 N_A011	196d0500
      1295	       26.22	 N_A00D	1a85000c00002c562cfae02f535b8000000046
      1296	       26.47	 N_A00D	1a9e000d00002c772d10e42f995b8000000046
      1297	       26.52	 N_A011	196e0500
      1298	       26.76	 N_A00D	1ab7000d00002c822d24422f995b8000000046
      1299	       26.76	 N_A011	196d0500
      1300	       27.05	 N_A00D	1ad0000d00002c772d3f642fd45b8000000047
      1301	       27.25	 N_A00D	1ae9000d00002cc32d5d2c2ff15b8000000047
      1302	       27.25	 N_A011	196e0500
      1303	       27.49	 N_A00D	1b02000d00002ce42d7b5a30365b8000000047
      1304	       27.49	 N_A011	196f0500
      1305	       27.74	 N_A00D	1b1b000d00002cc32d89a430855b8000000047
      1306	       28.03	 N_A00D	1b34000c00002d302dac2c308e5b8000000048
      1307	       28.03	 N_A011	19700500
      1308	       28.22	 N_A00D	1b4d000c00002d042dc06630c95b8000000048
      1309	       28.22	 N_A011	196f0500
      1310	       28.47	 N_A00D	1b66000d00002d302dd74a31175b8000000048
      1311	       28.51	 N_A011	19670500
      1312	       28.76	 N_A00D	1b7f000d00002d502df8fd31205b8000000048
      1313	       28.76	 N_A011	19680500
      1314	       29.00	 N_A00D	1b98000d00002db12e124731515b8000000048
      1315	       29.00	 N_A011	19650500
      1316	       29.25	 N_A00D	1bb1000d00002dbc2e2e83318b5b8000000048
      1317	       29.25	 N_A011	19680500
      1318	       29.49	 N_A00D	1bca000c00002dd12e4fef31e15b8000000048
      1319	       29.49	 N_A011	196e0500
      1320	       29.73	 N_A00D	1be3000c00002dd12e6d8831f45b8000000049
      1321	       29.98	 N_A00D	1bfc000d00002e112e824d322e5b8000000049
      1322	       29.98	 N_A011	196f0500
      1323	       30.22	 N_A00D	1c15000c00002dfc2e9ec3324a5b8000000049
      1324	       30.47	 N_A00D	1c2e000c00002e5c2ec3ae32705b8000000049
      1325	       30.76	 N_A00D	1c47000c00002e5c2ee4b432cf5b800000004a
      1326	       30.76	 N_A011	19700500
      1327	       31.00	 N_A00D	1c60000d00002e712efbdc32d95b800000004a
      1328	       31.00	 N_A011	19710500
      1329	       31.24	 N_A00D	1c79000d00002ea62f18f233115b800000004a
      1330	       31.25	 N_A011	19720500
      1331	       31.49	 N_A00D	1c92000c00002e9b2f37ea334a5b800000004b
      1332	       31.52	 N_A011	19730500
      1333	       31.73	 N_A00D	1cab000d00002eb02f4fd533825b800000004a
      1334	       31.73	 N_A011	19740500
      1335	       31.98	 N_A00D	1cc4000d00002f042f73b133b15b800000004a
      1336	       32.22	 N_A00D	1cdd000d00002eda2f88f533f35b800000004b
      1337	       32.27	 N_A011	19750500
      1338	       32.51	 N_A00D	1cf6000d00002f582fa1fb34185b800000004b
      1339	       32.51	 N_A011	19770500
      1340	       32.76	 N_A00D	1d0f000d00002efa2fbd2e34595b800000004b
      1341	       32.76	 N_A011	19780500
      1342	       33.00	 N_A00D	1d28000d00002f772fd434349a5b800000004b
      1343	       33.00	 N_A011	19790500
      1344	       33.24	 N_A00D	1d41000d00002f6d2ff2ad349a5b800000004b
      1345	       33.49	 N_A00D	1d5a000d00002f8c300dc835005b800000004c
      1346	       33.73	 N_A00D	1d73000d00002f963021d435125b800000004c
      1347	       33.97	 N_A00D	1d8c000d00002ff4303fcc35405b800000004c
      1348	       33.98	 N_A011	19780500
      1349	       34.22	 N_A00D	1da5000c00002fd530560b35895b800000004c
      1350	       34.27	 N_A011	19790500
      1351	       34.51	 N_A00D	1dbe000d0000301d306a0f35c05b800000004c
      1352	       34.53	 N_A011	197a0500
      1353	       34.76	 N_A00D	1dd7000d00002fe9307c8735ee5b800000004d
      1354	       35.00	 N_A00D	1df0000d0000306f309c78362e5b800000004d
      1355	       35.12	 N_A011	197b0500
      1356	       35.24	 N_A00D	1e09000d0000305030b73f36495b800000004d
      1357	       35.24	 N_A011	197c0500
      1358	       35.49	 N_A00D	1e22000d0000305030d2e636b65b800000004e
      1359	       35.51	 N_A011	197d0500
      1360	       35.73	 N_A00D	1e3b000e0000309830e46036bf5b800000004e
      1361	       35.97	 N_A00D	1e54000e000030b63103ab36fe5b800000004e
      1362	       36.22	 N_A00D	1e6d000d000030c13119bc37225b800000004e
      1363	       36.51	 N_A00D	1e86000e000030fe3126b037585b800000004e
      1364	       36.51	 N_A011	197c0500
      1365	       36.75	 N_A00D	1e9f000d000031083146a737855b800000004f
      1366	       37.00	 N_A00D	1eb8000d000031263161de37e75b800000004f
      1367	       37.24	 N_A00D	1ed1000e000031263179a138265b800000004f
      1368	       37.49	 N_A00D	1eea000d000031453193ab382e5b800000004f
      1369	       37.73	 N_A00D	1f03000d0000318131b32d38495b8000000050
      1370	       37.73	 N_A011	19770500
      1371	       37.97	 N_A00D	1f1c000e0000318b31c4aa38bd5b800000004f
      1372	       38.02	 N_A011	19740500
      1373	       38.22	 N_A00D	1f35000d000031b331eaa738d75b8000000050
      1374	       38.26	 N_A011	19760500
      1375	       38.51	 N_A00D	1f4e000c000031c731fa2839035b8000000050
      1376	       38.51	 N_A011	19770500
      1377	       38.75	 N_A00D	1f67000d000031d132105c395b5b8000000050
      1378	       39.00	 N_A00D	1f80000e0000322b32340d397f5b8000000050
      1379	       39.00	 N_A011	19790500
      1380	       39.24	 N_A00D	1f99000d0000320332418239ab5b8000000050
      1381	       39.48	 N_A00D	1fb2000d000032533259d139e85b8000000050
      1382	       39.48	 N_A011	197a0500
      1383	       39.73	 N_A00D	1fcb000e0000322b32650e3a0b5b8000000050
      1384	       39.97	 N_A00D	1fe4000e00003267327d3d3a515b8000000051
      1385	       40.31	 N_A00D	1ffd000d000032673295ce3a855b8000000051
      1386	       40.31	 N_A011	196d0500
      1387	       40.51	 N_A00D	2016000e0000328f32b1f53acb5b8000000051
      1388	       40.51	 N_A011	19720500
      1389	       40.75	 N_A00D	202f000d000032a232c45a3af65b8000000052
      1390	       40.75	 N_A011	19760500
      1391	       40.99	 N_A00D	2048000d000032d432e1953b335b8000000052
      1392	       41.00	 N_A011	19790500
      1393	       41.24	 N_A00D	2061000e000032d432f46e3b565b8000000052
      1394	       41.24	 N_A011	197b0500
      1395	       41.48	 N_A00D	207a000e000032fb3304673bcf5b8000000052
      1396	       41.48	 N_A011	197f0500
      1397	       41.73	 N_A00D	2093000e0000330533238e3bf15b8000000052
      1398	       41.77	 N_A011	19810500
      1399	       41.97	 N_A00D	20ac000e0000335e333e923c0b5b8000000053
      1400	       42.02	 N_A011	19830500
      1401	       42.26	 N_A00D	20c5000d0000334a3348ec3c475b8000000053
      1402	       42.51	 N_A00D	20de000e000033543368833c945b8000000053
      1403	       42.51	 N_A011	19850500
      1404	       42.80	 N_A00D	20f7000e000033853384423cae5b8000000054
      1405	       42.80	 N_A011	19840500
      1406	       43.04	 N_A00D	2110000e000033a2339f8b3d0c5b8000000054
      1407	       43.04	 N_A011	19850500
      1408	       43.24	 N_A00D	2129000d000033ac33a77a3d3f5b8000000054
      1409	       43.48	 N_A00D	2142000e000033bf33bfed3d6a5b8000000054
      1410	       43.48	 N_A011	19860500
      1411	       43.73	 N_A00D	215b000e000033d333dfd73d8c5b8000000054
      1412	       43.97	 N_A00D	2174000d0000340333f1823dc85b8000000055
      1413	       44.02	 N_A011	19870500
      1414	       44.26	 N_A00D	218d000e0000342033feb03e1c5b8000000054
      1415	       44.26	 N_A011	19890500
      1416	       44.51	 N_A00D	21a6000e0000345a3421ca3e585b8000000055
      1417	       44.51	 N_A011	19870500
      1418	       44.75	 N_A00D	21bf000d0000342a3433673ea45b8000000055
      1419	       44.75	 N_A011	19890500
      1420	       44.99	 N_A00D	21d8000e000034813459673ec65b8000000055
      1421	       45.24	 N_A00D	21f1000d0000348134785a3f095b8000000056
      1422	       45.24	 N_A011	198a0500
      1423	       45.48	 N_A00D	220a000e0000349e3494103f4d5b8000000056
      1424	       45.48	 N_A011	198b0500
      1425	       45.72	 N_A00D	2223000d0000349434a7993f665b8000000056
      1426	       45.77	 N_A011	19890500
      1427	       46.07	 N_A00D	223c000d000034e134c0b23fc25b8000000056
      1428	       46.07	 N_A011	198b0500
      1429	       46.26	 N_A00D	2255000d000034c434d7553fec5b8000000056
      1430	       46.26	 N_A011	198a0500
      1431	       46.50	 N_A00D	226e000d0000350734e64e40485b8000000057
      1432	       46.50	 N_A011	198b0500
      1433	       46.75	 N_A00D	2287000d000034fe3500e940485b8000000057
      1434	       46.75	 N_A011	198c0500
      1435	       46.99	 N_A00D	22a0000c0000354a3523d940ad5b8000000057
      1436	       46.99	 N_A011	19880500
      1437	       47.24	 N_A00D	22b9000d00003541353cd040d75b8000000057
      1438	       47.48	 N_A00D	22d2000e0000358d3554f941225b8000000057
      1439	       47.53	 N_A011	198b0500
      1440	       47.72	 N_A00D	22eb000e00003567356dc6414b5b8000000058
      1441	       47.77	 N_A011	198c0500
      1442	       48.02	 N_A00D	2304000d000035833580cd41965b8000000057
      1443	       48.02	 N_A011	198d0500
      1444	       48.26	 N_A00D	231d000d000035b335990e41c05b8000000058
      1445	       48.26	 N_A011	198e0500
      1446	       48.50	 N_A00D	2336000d000035d935b02f42025b8000000058
      1447	       48.75	 N_A00D	234f000d000035cf35cd7d422c5b8000000058
      1448	       48.75	 N_A011	198f0500
      1449	       49.04	 N_A00D	2368000e0000360835d2d442765b8000000059
      1450	       49.23	 N_A00D	2381000e000035fe35f1d642a85b8000000059
      1451	       49.48	 N_A00D	239a000e00003624360441432c5b8000000059
      1452	       49.53	 N_A011	19900500
      1453	       49.72	 N_A00D	23b3000e0000361136183643355b8000000059
      1454	       50.01	 N_A00D	23cc000e0000366636236e43775b800000005a
      1455	       50.26	 N_A00D	23e5000e0000364a363e3e43985b800000005a
      1456	       50.26	 N_A011	19910500
      1457	       50.50	 N_A00D	23fe000d0000365d36506643ea5b800000005a
      1458	       50.50	 N_A011	19900500
      1459	       50.75	 N_A00D	2417000e00003682366ba5441c5b800000005a
      1460	       50.75	 N_A011	19910500
      1461	       50.99	 N_A00D	2430000e000036a83672e344665b800000005a
      1462	       51.23	 N_A00D	2449000e0000368236855244c05b800000005a
      1463	       51.23	 N_A011	19920500
      1464	       51.48	 N_A00D	2462000d000036b1369f5944d95b800000005b
      1465	       51.53	 N_A011	19910500
      1466	       51.72	 N_A00D	247b000d000036b136ae89452b5b800000005b
      1467	       52.01	 N_A00D	2494000d0000370536b7a2455c5b800000005b
      1468	       52.01	 N_A011	19920500
      1469	       52.26	 N_A00D	24ad000d000036fc36d1d045a65b800000005b
      1470	       52.26	 N_A011	19910500
      1471	       52.50	 N_A00D	24c6000e0000370f36dec645cf5b800000005c
      1472	       52.50	 N_A011	19920500
      1473	       52.74	 N_A00D	24df000d0000372b36f00a46085b800000005c
      1474	       52.99	 N_A00D	24f8000d000037503705aa46735b800000005c
      1475	       52.99	 N_A011	19930500
      1476	       53.23	 N_A00D	2511000e0000376237159646835b800000005c
      1477	       53.23	 N_A011	19940500
      1478	       53.48	 N_A00D	252a000e00003759372cb546f65b800000005c
      1479	       53.77	 N_A00D	2543000e00003762373a3c471e5b800000005c
      1480	       54.01	 N_A00D	255c000e000037753741e247785b800000005d
      1481	       54.26	 N_A00D	2575000e0000379a3755c747a15b800000005d
      1482	       54.26	 N_A011	19950500
      1483	       54.50	 N_A00D	258e000e000037ac37635a47ca5b800000005d
      1484	       54.50	 N_A011	19940500
      1485	       54.74	 N_A00D	25a7000d0000379137730d481c5b800000005d
      1486	       54.74	 N_A011	19950500
      1487	       54.99	 N_A00D	25c0000e000037e437836a48655b800000005e
      1488	       55.23	 N_A00D	25d9000d000037d1378eec48965b800000005e
      1489	       55.47	 N_A00D	25f2000e0000382437a1e448f05b800000005e
      1490	       55.77	 N_A00D	260b000f000037e437ae9049185b800000005e
      1491	       56.01	 N_A00D	2624000e0000381b37c33f496a5b800000005f
      1492	       56.01	 N_A011	19960500
      1493	       56.25	 N_A00D	263d000e0000380937d3c949ab5b800000005f
      1494	       56.50	 N_A00D	2656000e0000383737defa49f55b800000005f
      1495	       56.50	 N_A011	19970500
      1496	       56.74	 N_A00D	266f000e0000385237ec034a2e5b800000005f
      1497	       56.99	 N_A00D	2688000e0000385c37ffb54a6f5b800000005f
      1498	       57.23	 N_A00D	26a1000e000038523807ef4ad95b800000005f
      1499	       57.23	 N_A011	19990500
      1500	       57.47	 N_A00D	26ba000e0000386538157a4b125b8000000060
      1501	       57.77	 N_A00D	26d3000e0000389c382de84b3b5b8000000060
      1502	       58.01	 N_A00D	26ec000e000038893835ed4b845b8000000060
      1503	       58.01	 N_A011	199a0500
      1504	       58.25	 N_A00D	2705000e000038933845724bbd5b8000000061
      1505	       58.25	 N_A011	199b0500
      1506	       58.50	 N_A00D	271e000e000038c93850894c175b8000000061
      1507	       58.50	 N_A011	199d0500
      1508	       58.74	 N_A00D	2737000e000038a5385d384c485b8000000061
      1509	       58.74	 N_A011	199c0500
      1510	       58.98	 N_A00D	2750000e000038c938731f4caa5b8000000061
      1511	       58.99	 N_A011	199e0500
      1512	       59.23	 N_A00D	2769000f000038c938767d4cca5b8000000061
      1513	       59.28	 N_A011	19a00500
      1514	       59.52	 N_A00D	2782000e000038ee3889194d455b8000000061
      1515	       59.76	 N_A00D	279b000e000038e5389b844d5d5b8000000062
      1516	       59.77	 N_A011	19a10500
      1517	       60.01	 N_A00D	27b4000e00003909389eac4dc75b8000000062
      1518	       60.01	 N_A011	19a20500
      1519	       60.25	 N_A00D	27cd000e0000390938ac0c4e095b8000000062
      1520	       60.25	 N_A011	19a40500
      1521	       60.50	 N_A00D	27e6000d0000394038c1034e5b5b8000000062
      1522	       60.50	 N_A011	19a70500
      1523	       60.74	 N_A00D	27ff000c0000394038c7264e945b8000000062
      1524	       60.74	 N_A011	19a90500
      1525	       60.98	 N_A00D	2818000d0000394038d35b4ede5b8000000063
      1526	       60.99	 N_A011	19ac0500
      1527	       61.23	 N_A00D	2831000d0000395238e00b4f0f5b8000000063
      1528	       61.28	 N_A011	19ad0500
      1529	       61.52	 N_A00D	284a000c0000394938f7394f8a5b8000000063
      1530	       61.52	 N_A011	19b10500
      1531	       61.76	 N_A00D	2863000d000039883902034fb35b8000000063
      1532	       61.76	 N_A011	19b50500
      1533	       62.01	 N_A00D	287c000d0000399139058e50005b8000000064
      1534	       62.01	 N_A011	19b80500
      1535	       62.25	 N_A00D	2895000c0000399a39207d50005b8000000064
      1536	       62.25	 N_A011	19bd0500
      1537	       62.50	 N_A00D	28ae000d0000399a3929ab50005b8000000064
      1538	       62.50	 N_A011	19c20500
      1539	       62.74	 N_A00D	28c7000d000039d139331550005b8000000064
      1540	       62.74	 N_A011	19c50500
      1541	       62.98	 N_A00D	28e0000d000039c839410450005b8000000064
      1542	       62.98	 N_A011	19c80500
      1543	       63.23	 N_A00D	28f9000c000039b6394c2c50005b8000000065
      1544	       63.27	 N_A011	19cb0500
      1545	       63.52	 N_A00D	2912000c000039e33956c450005b8000000065
      1546	       63.52	 N_A011	19d10500
      1547	       63.76	 N_A00D	292b000d00003a07396b4e50005b8000000065
      1548	       63.76	 N_A011	19d60500
      1549	       64.01	 N_A00D	2944000d000039f539790950005b8000000065
      1550	       64.01	 N_A011	19db0500
      1551	       64.25	 N_A00D	295d000c000039f539827950005b8000000065
      1552	       64.25	 N_A011	19e20500
      1553	       64.49	 N_A00D	2976000d00003a34398a0a50005b8000000066
      1554	       64.49	 N_A011	19e50500
      1555	       64.74	 N_A00D	298f000c00003a34399b8650005b8000000066
      1556	       64.74	 N_A011	19e30500
      1557	       64.98	 N_A00D	29a8000d00003a3439aead50005b8000000066
      1558	       65.03	 N_A011	19e70500
      1559	       65.23	 N_A00D	29c1000c00003a2239b32750005b8000000066
      1560	       65.27	 N_A011	19ea0500
      1561	       65.52	 N_A00D	29da000c00003a4639b99f50005b8000000067
      1562	       65.52	 N_A011	19ef0500
      1563	       65.76	 N_A00D	29f3000d00003a3d39ce5750005b8000000067
      1564	       66.00	 N_A00D	2a0c000d00003a7339d37050005b8000000067
      1565	       66.01	 N_A011	19ee0500
      1566	       66.25	 N_A00D	2a25000d00003a4f39d7fd50005b8000000067
      1567	       66.25	 N_A011	19f00500
      1568	       66.49	 N_A00D	2a3e000d00003a6a39db3f50005b8000000067
      1569	       66.49	 N_A011	19f10500
      1570	       66.74	 N_A00D	2a57000d00003a7c39e3a850005b8000000068
      1571	       66.74	 N_A011	19f30500
      1572	       66.98	 N_A00D	2a70000d00003aa039f22150005b8000000068
      1573	       67.03	 N_A011	19f40500
      1574	       67.27	 N_A00D	2a89000e00003a8e3a028050005b8000000068
      1575	       67.27	 N_A011	19fa0500
      1576	       67.52	 N_A00D	2aa2000e00003ac33a13bd50005b8000000068
      1577	       67.52	 N_A011	19fc0500
      1578	       67.76	 N_A00D	2abb000d00003aa03a260d50005b8000000068
      1579	       67.76	 N_A011	1a010500
      1580	       68.00	 N_A00D	2ad4000d00003ab13a297650005b8000000069
      1581	       68.00	 N_A011	1a030500
      1582	       68.25	 N_A00D	2aed000d00003ab13a38e450005b8000000069
      1583	       68.25	 N_A011	1a040500
      1584	       68.49	 N_A00D	2b06000d00003ae73a50c950005b8000000069
      1585	       68.49	 N_A011	1a050500
      1586	       68.74	 N_A00D	2b1f000d00003ac33a5d9250005b8000000069
      1587	       68.74	 N_A011	1a040500
      1588	       68.98	 N_A00D	2b38000d00003ade3a641c50005b8000000069
      1589	       69.27	 N_A00D	2b51000d00003ae73a76fd50005b800000006a
      1590	       69.27	 N_A011	1a030500
      1591	       69.52	 N_A00D	2b6a000c00003ae73a8b7350005b800000006a
      1592	       69.76	 N_A00D	2b83000c00003b143a966b50005b800000006a
      1593	       69.76	 N_A011	1a050500
      1594	       70.00	 N_A00D	2b9c000c00003b2e3aaaf850005b800000006a
      1595	       70.25	 N_A00D	2bb5000c00003b2e3abbae50005b800000006a
      1596	       70.25	 N_A011	1a070500
      1597	       70.49	 N_A00D	2bce000d00003b5b3ac03350005b800000006b
      1598	       70.49	 N_A011	1a080500
      1599	       70.73	 N_A00D	2be7000d00003b2e3ad74850005b800000006b
      1600	       70.73	 N_A011	1a0b0500
      1601	       70.98	 N_A00D	2c00000d00003b523ae76050005b800000006b
      1602	       71.03	 N_A011	1a0f0500
      1603	       71.27	 N_A00D	2c19000d00003b403af0f850005b800000006b
      1604	       71.27	 N_A011	1a120500
      1605	       71.51	 N_A00D	2c32000d00003b6d3af83f50005b800000006c
      1606	       71.51	 N_A011	1a150500
      1607	       71.76	 N_A00D	2c4b000d00003b2e3b022350005b800000006c
      1608	       71.76	 N_A011	1a160500
      1609	       72.00	 N_A00D	2c64000d00003b873b12af50005b800000006c
      1610	       72.00	 N_A011	1a170500
      1611	       72.25	 N_A00D	2c7d000c00003b6d3b1f8750005b800000006c
      1612	       72.25	 N_A011	1a180500
      1613	       72.49	 N_A00D	2c96000d00003ba23b2e8950005b800000006d
      1614	       72.49	 N_A011	1a150500
      1615	       72.73	 N_A00D	2caf000d00003b6d3b3b8f50005b800000006d
      1616	       72.98	 N_A00D	2cc8000d00003ba23b47cf50005b800000006d
      1617	       73.27	 N_A00D	2ce1000d00003b7e3b558450005b800000006d
      1618	       73.27	 N_A011	1a140500
      1619	       73.51	 N_A00D	2cfa000d00003bd73b58d150005b800000006d
      1620	       73.51	 N_A011	1a160500
      1621	       73.76	 N_A00D	2d13000d00003bab3b6a1550005b800000006e
      1622	       74.00	 N_A00D	2d2c000d00003bd73b752f50005b800000006e
      1623	       74.00	 N_A011	1a190500
      1624	       74.24	 N_A00D	2d45000d00003be93b7a2b50005b800000006e
      1625	       74.24	 N_A011	1a1b0500
      1626	       74.49	 N_A00D	2d5e000d00003c0c3b91ca50005b800000006e
      1627	       74.73	 N_A00D	2d77000d00003bce3b97b650005b800000006e
      1628	       74.78	 N_A011	1a1e0500
      1629	       75.02	 N_A00D	2d90000d00003bfa3ba07350005b800000006f
      1630	       75.02	 N_A011	1a1c0500
      1631	       75.27	 N_A00D	2da9000d00003bfa3ba2cf50005b800000006f
      1632	       75.27	 N_A011	1a1f0500
      1633	       75.51	 N_A00D	2dc2000d00003c153badc150005b800000006f
      1634	       75.51	 N_A011	1a1d0500
      1635	       75.76	 N_A00D	2ddb000d00003c153bc4de50005b800000006f
      1636	       76.00	 N_A00D	2df4000d00003c383bd82550005b8000000070
      1637	       76.24	 N_A00D	2e0d000e00003c2f3be24050005b8000000070
      1638	       76.49	 N_A00D	2e26000f00003c4a3bf1ca50005b8000000070
      1639	       76.73	 N_A00D	2e3f000f00003c383bf97e50005b8000000070
      1640	       77.02	 N_A00D	2e58000e00003c533c031650005b8000000071
      1641	       77.02	 N_A011	1a1e0500
      1642	       77.27	 N_A00D	2e71000e00003c4a3c172550005b8000000070
      1643	       77.51	 N_A00D	2e8a000e00003c903c1c2750005b8000000071
      1644	       77.51	 N_A011	1a1f0500
      1645	       77.75	 N_A00D	2ea3000e00003c6d3c344950005b8000000071
      1646	       78.00	 N_A00D	2ebc000e00003c993c3d8f50005b8000000071
      1647	       78.00	 N_A011	1a210500
      1648	       78.24	 N_A00D	2ed5000d00003cab3c403d50005b8000000072
      1649	       78.49	 N_A00D	2eee000f00003ce83c536e50005b8000000072
      1650	       78.53	 N_A011	1a220500
      1651	       78.78	 N_A00D	2f07000e00003cb33c62ba50005b8000000072
      1652	       78.78	 N_A011	1a230500
      1653	       79.02	 N_A00D	2f20000e00003cc53c7e2c50005b8000000072
      1654	       79.02	 N_A011	1a220500
      1655	       79.27	 N_A00D	2f39000e00003cbc3c828a50005b8000000072
      1656	       79.27	 N_A011	1a250500
      1657	       79.51	 N_A00D	2f52000d00003d023c8c1f50005b8000000072
      1658	       79.51	 N_A011	1a240500
      1659	       79.75	 N_A00D	2f6b000e00003cc53c9aba50005b8000000073
      1660	       79.75	 N_A011	1a250500
      1661	       80.00	 N_A00D	2f84000e00003d253cab3850005b8000000073
      1662	       80.00	 N_A011	1a240500
      1663	       80.24	 N_A00D	2f9d000e00003d143cbe2c50005b8000000073
      1664	       80.24	 N_A011	1a230500
      1665	       80.48	 N_A00D	2fb6000e00003d253cc3fd50005b8000000073
      1666	       80.53	 N_A011	1a260500
      1667	       80.78	 N_A00D	2fcf000d00003d2e3cd9fc50005b8000000074
      1668	       81.02	 N_A00D	2fe8000e00003d3f3ce83550005b8000000074
      1669	       81.02	 N_A011	1a280500
      1670	       81.26	 N_A00D	3001000e00003d2e3cf1c450005b8000000074
      1671	       81.27	 N_A011	1a290500
