Frame	time	opcode_ch	bits
     17840	     1818.89	 N_A00D	d403006900005bbd5b4f7c64005b800020039a
     17841	     1818.90	 W_A006	100055400a0fe067a8574f657d23cc25785af5bf
     17844	     1819.00	 W_A006	10005550fd5569884a82f53d7e79ee99c635f606
     17846	     1819.10	 W_A006	10005560dd480d5d10340b47dcfdcca51778aca8
     17848	     1819.13	 N_A00D	d41c006700005bab5b54dd64005b800020039a
     17850	     1819.18	 N_A011	14020500
     17851	     1819.19	 W_A006	10005570e0f91b95d2e7c08753bee74db9e34055
     17853	     1819.34	 W_A006	10005580bd7747dbb7c26911324ab6fb2f4929b8
     17856	     1819.42	 N_A00D	d435006900005b925b67a964005b800020039a
     17857	     1819.44	 W_A006	10005590562238a5a096d920b5af521941464c42
     17859	     1819.53	 W_A006	100055a016d9324de41cc5a31c72769163596427
     17862	     1819.63	 W_A006	100055b09f079dcc40b825abcebbc3da6a15816c
     17863	     1819.67	 N_A00D	d44e006900005ba35b6cf964005b800020039a
     17864	     1819.67	 N_A011	14000500
     17866	     1819.73	 W_A006	100055c04545e4a26cc1a4c8c656b275ad2a3c04
     17869	     1819.82	 W_A006	100055d02811409b5a832cc3ea8e6ff593a203cc
     17871	     1819.91	 N_A011	13fe0500
     17872	     1819.92	 W_A006	100055e0f2c0563cda08ba1996149147541dd434
     17875	     1820.04	 W_A006	100055f061e00afdebaf3436bf94e05fd90ff82a
     17877	     1820.12	 W_A006	10005600b9f0755e16d00ddcdb631391fa565fcd
     17878	     1820.20	 N_A00D	d480006a00005bb45b5e3664005b800020039a
     17880	     1820.21	 N_A011	13fd0500
     17882	     1820.22	 W_A006	100056106c9ecdbe89a55eb7bfbe2c67de291cef
     17884	     1820.31	 W_A006	10005620aba831f977fc5c9bf972694bda667341
     17887	     1820.40	 N_A011	13fc0500
     17888	     1820.41	 W_A006	10005630545b182a771bdf0162225fc0cb80fc06
     17890	     1820.51	 W_A006	10005640bef5ce89e4649b8bfdc06f19b12b2145
     17893	     1820.60	 W_A006	10005650c91b42cbacce792da78db6454bedfb2e
     17894	     1820.64	 N_A00D	d4b2006a00005ba35b55e864005b800020039a
     17895	     1820.69	 N_A011	13fb0500
     17897	     1820.80	 W_A006	10005660356a62aa0a6c6c53564e4db1f4cd6084
     17900	     1820.89	 N_A00D	d4cb006900005ba35b56e764005b800020039a
     17901	     1820.89	 N_A011	13fa0500
     17902	     1820.90	 W_A006	10005670987ef678fd06c9a4c0bdf0369778154b
     17904	     1821.00	 W_A006	100056803e473bb1a400086e6da34272556b98bb
     17907	     1821.10	 W_A006	10005690822106c3e2308291101e11cc2b7ab102
     17908	     1821.13	 N_A00D	d4e4006900005bb45b61ae64005b800020039a
     17910	     1821.19	 W_A006	100056a02a5d99d5fa5b7b02e5b017655a73bb76
     17913	     1821.29	 W_A006	100056b021d4a1ff7bb84647744a45b33dd13529
     17915	     1821.39	 W_A006	100056c0429a37c802b62161d99a04d54d98fb85
     17917	     1821.42	 N_A00D	d4fd006a00005b9a5b58cc64005b800020039a
     17919	     1821.49	 W_A006	100056d0bc155729c21bae0a0e85476c056544c5
     17921	     1821.58	 W_A006	100056e0359f894cc4a0a3626f22bb9148a461f9
     17924	     1821.68	 W_A006	100056f060e71bc1d2fe61a5a59c7b3c7c1a64c1
     17926	     1821.78	 W_A006	10005700b785ac7d50430616121cd6135526a034
     17929	     1821.87	 W_A006	100057107c007ade653ab8ddb46ee90d36995960
     17930	     1821.91	 N_A00D	d52f006900005bbd5b5b0564005b800020039a
     17931	     1821.91	 N_A011	13fb0500
     17933	     1821.97	 W_A006	10005720d51f9ccb6c32c771879b49eb32a4bbab
     17936	     1822.07	 W_A006	1000573058d8836a483cd125a11f073cbad68253
     17938	     1822.15	 N_A00D	d548006a00005bab5b64fe64005b800020039a
     17939	     1822.17	 W_A006	100057405ab2b1eaca799bd9e51fd1c83e61240e
     17942	     1822.26	 W_A006	10005750ff6e47455ba25cb9ff9b589644c8dacf
     17944	     1822.36	 W_A006	100057601693ad4246cd8c297415ef6f94597074
     17945	     1822.40	 N_A00D	d561006b00005bab5b64fa64005b800020039a
     17947	     1822.40	 N_A011	13fd0500
     17949	     1822.46	 W_A006	100057700f2b4cbeb74fec14f63e7915ba5448aa
     17951	     1822.56	 W_A006	10005780b689a66b87ec5a0785048da4e83f983d
     17954	     1822.64	 N_A00D	d57a006b00005bab5b657b64005b800020039a
     17955	     1822.64	 N_A011	13fe0500
     17956	     1822.66	 W_A006	1000579020ecda4e986803b9a3f8823075e80182
     17958	     1822.75	 W_A006	100057a0e5134718a898738c48134c8a8a3c90bb
     17961	     1822.85	 W_A006	100057b0189e9ad5c426a8d3d1afeac5c86b796b
     17962	     1822.89	 N_A00D	d593006a00005ba35b6b8264005b800020039a
     17963	     1822.89	 N_A011	13ff0500
     17965	     1822.95	 W_A006	100057c061a5bcce13515e4a227c8d08237ce084
     17968	     1823.04	 W_A006	100057d08b83ff7cae3db72414d39c94e93a5135
     17970	     1823.18	 N_A00D	d5ac006a00005ba35b57fb64005b800020039a
     17971	     1823.18	 N_A011	14000500
     17972	     1823.19	 W_A006	100057e060b197ebeedd5e599bc4ba0676c28900
     17975	     1823.29	 W_A006	100057f02f5bb0bda731a4e15f25c052c3050875
     17977	     1823.38	 W_A006	100058005ed25ead4c7d3bfd3edb24df62ec9a65
     17978	     1823.42	 N_A00D	d5c5006b00005b895b51b564005b800020039a
     17980	     1823.42	 N_A011	14010500
     17982	     1823.48	 W_A006	10005810a97b6540b0bd6ed0b086bf13d354088b
     17984	     1823.57	 W_A006	1000582099ef4584182b8d9c06642a3abbc2cfa5
     17987	     1823.67	 N_A011	14000500
     17988	     1823.68	 W_A006	10005830d6aad2a704ba14e36bc0b7d37fa290c5
     17990	     1823.77	 W_A006	1000584054ef25168cefc73a333737783b5e120e
     17993	     1823.87	 W_A006	10005850a8cfa42512961bbf027269ae7a328c3e
     17994	     1823.91	 N_A00D	d5f7006a00005b9a5b61fc64005b800020039a
     17996	     1823.97	 W_A006	10005860e17b641c42c9217f0c77778d847220d2
     17999	     1824.07	 W_A006	10005870e21870358593b2ab43473599d9882efb
     18001	     1824.15	 N_A00D	d610006a00005bb45b5fb464005b800020039a
     18002	     1824.16	 N_A011	13fe0500
     18003	     1824.17	 W_A006	100058804f59545eeec01e4e4a7ea84e42fd48e4
     18006	     1824.28	 W_A006	10005890ecb31a7ba1cd5207823b772608336a3b
     18008	     1824.36	 W_A006	100058a0776bbcca2b34fb0f1660a6ed26045609
     18009	     1824.40	 N_A00D	d629006900005bab5b60b064005b800020039a
     18011	     1824.40	 N_A011	13fc0500
     18013	     1824.46	 W_A006	100058b07e64f272f92b9e7448dbfb810dec5776
     18015	     1824.55	 W_A006	100058c021285b0d3e9073cc832f9429aa1ade78
     18018	     1824.64	 N_A00D	d642006a00005bb45b531664005b800020039a
     18019	     1824.64	 N_A011	13fb0500
     18020	     1824.66	 W_A006	100058d0254bb7c20b4e28982e4d286ae855b823
     18022	     1824.75	 W_A006	100058e012e2cc4e45f5e4a6f051a23d5b346248
     18025	     1824.85	 W_A006	100058f00910bb84beff9058f5f9ceec5c2e1b72
     18026	     1824.88	 N_A00D	d65b006900005ba35b56e564005b800020039a
     18027	     1824.89	 N_A011	13fa0500
     18029	     1824.94	 W_A006	10005900521cc2c70b58e3b62574d36c3849bf34
     18032	     1825.04	 W_A006	100059106273a520f98c96943e79d8d65f2115e7
     18034	     1825.13	 N_A00D	d674006900005b9a5b5a5d64005b800020039a
     18035	     1825.14	 W_A006	10005920d1aa2ef83fd233bf836d253746b16a31
     18038	     1825.24	 W_A006	10005930aa5f442191501574ae88a145f6a9e2e3
     18040	     1825.34	 W_A006	100059405190d5abade64d16fb08788aa4d30dc5
     18043	     1825.42	 N_A00D	d68d006a00005bbd5b55d364005b800020039a
     18044	     1825.43	 W_A006	100059508108e9d0a2fa43d8b001966503288c9a
     18046	     1825.53	 W_A006	100059606f019aef3d9d5a7956970d7834b66b44
     18049	     1825.64	 W_A006	10005970eddaaa470a2b01c62fe873e336e20409
     18050	     1825.66	 N_A00D	d6a6006b00005b9a5b52bd64005b800020039a
     18051	     1825.67	 N_A011	13fa0500
     18053	     1825.73	 W_A006	1000598062ce5cbb509bad0496eab1c2dce32365
     18056	     1825.82	 W_A006	10005990a9c050075e6090a8b4d5ed326dcd2bc2
     18058	     1825.92	 W_A006	100059a0eaecc31ee53042fe8bcccd253bd53274
     18061	     1826.01	 W_A006	100059b0a6516370026bf898686000684c2f835f
     18063	     1826.12	 W_A006	100059c0ca39536cd8dc6bec5f47ecb2b04d6de7
     18064	     1826.15	 N_A00D	d6d8006a00005ba35b650a64005b800020039a
     18066	     1826.15	 N_A011	13fb0500
     18068	     1826.21	 W_A006	100059d09475a5c7f1d111f170a06f9f7cf76885
     18070	     1826.31	 W_A006	100059e04944ca1dfdc21bb215cd7178836128ea
     18073	     1826.40	 N_A011	13fc0500
     18074	     1826.40	 W_A006	100059f0f4de6c79e04a6ec16950d80298cced45
     18076	     1826.56	 W_A006	10005a0045a7aee72215447fb18ae9c215fb475e
     18079	     1826.64	 N_A00D	d70a006a00005ba35b5e5064005b800020039a
     18080	     1826.64	 N_A011	13fb0500
     18081	     1826.65	 W_A006	10005a1021cc3d51db9e842a2f5faed4452ae178
     18083	     1826.75	 W_A006	10005a20721b3b551e8da5b162bde9955cdf3c43
     18086	     1826.85	 W_A006	10005a300edaa886f3d45046eb90088bf1b5c025
     18087	     1826.88	 N_A00D	d723006b00005bb45b65c564005b800020039a
     18088	     1826.88	 N_A011	13fa0500
     18090	     1826.99	 W_A006	10005a40d915380d06bc2a656f209693b91d3b05
     18093	     1827.09	 W_A006	10005a50b56ae42b149018dff8aa2ea8daa170f8
     18094	     1827.13	 N_A00D	d73c006a00005bab5b5a7f64005b800020039a
     18096	     1827.18	 N_A011	13f90500
     18097	     1827.19	 W_A006	10005a603c3aa30a3e094b7a3643c2adaa541d42
     18100	     1827.29	 W_A006	10005a7002c685779a137a02b294a99bddf01699
     18102	     1827.42	 N_A00D	d755006a00005ba35b558364005b800020039a
     18103	     1827.42	 N_A011	13f80500
     18104	     1827.43	 W_A006	10005a80fb26d281434464971861ab9e2bc66619
     18107	     1827.53	 W_A006	10005a9085f62b011f512b2c59c7c4b8d168d81d
     18110	     1827.63	 W_A006	10005aa0d64053189e9700239740eb0eb4e0e0f7
     18111	     1827.66	 N_A00D	d76e006b00005ba35b60d664005b800020039a
     18112	     1827.66	 N_A011	13f60500
     18114	     1827.72	 W_A006	10005ab02260f2c902f9123cfc3e9ab0bace93e4
     18117	     1827.82	 W_A006	10005ac0fc77caa79a2fded5b83f856cd62931e4
     18119	     1827.91	 N_A011	13f50500
     18120	     1827.92	 W_A006	10005ad024588470bac7fa4b67cc6b4205c04e9d
     18123	     1828.01	 W_A006	10005ae0a587f9b8f7ef5bc7d61b97bac8f4fcce
     18125	     1828.12	 W_A006	10005af0b24b5a2a48ceff3d76ed82f4f13e9e6b
     18127	     1828.15	 N_A00D	d7a0006a00005ba35b65a664005b800020039a
     18129	     1828.21	 W_A006	10005b00519d49a996738629a7f78550e81fa472
     18131	     1828.36	 W_A006	10005b108bd6724a86fa0439e268a1c33765d14c
     18132	     1828.39	 N_A00D	d7b9006a00005b925b634064005b800020039a
     18134	     1828.40	 N_A011	13f40500
     18136	     1828.46	 W_A006	10005b201f79dc4162c9ab03580c4e1f0141754b
     18138	     1828.55	 W_A006	10005b30bb45b73df814de100ccc809aad643f8d
     18141	     1828.64	 N_A00D	d7d2006c00005bce5b51f764005b800020039a
     18142	     1828.64	 N_A011	13f50500
     18143	     1828.65	 W_A006	10005b40e55f40998556840df44de95be305af39
     18145	     1828.75	 W_A006	10005b50f3e53caad1cb09be9851cd0fcf593354
     18148	     1828.85	 W_A006	10005b60e9b774bcae1ef4bfc30d59b784353d62
     18149	     1828.88	 N_A00D	d7eb006b00005b895b588a64005b800020039a
     18150	     1828.88	 N_A011	13f60500
     18152	     1828.94	 W_A006	10005b707432deff70d33485d06f79af5c8d87ed
     18155	     1829.04	 W_A006	10005b80fc5823eea6b968d7f5d21e3fa370d1fc
     18157	     1829.13	 N_A00D	d804006b00005bce5b5b3b64005b800020039a
     18158	     1829.14	 W_A006	10005b90cd43a83af60b48d57263f9d40130c8d3
     18160	     1829.18	 N_A011	13f70500
     18162	     1829.24	 W_A006	10005ba041f4e7b710fc3c23d7a7a1e147b3dcf0
     18164	     1829.33	 W_A006	10005bb0304bbba74cd1b3c02332e4ce89bb32f9
     18167	     1829.42	 N_A00D	d81d006c00005bab5b652464005b800020039a
     18168	     1829.42	 N_A011	13f80500
     18169	     1829.43	 W_A006	10005bc05219bb2bc1cb04f2fb97e4f5825352bd
     18171	     1829.53	 W_A006	10005bd0b0f82837245c7e5feb4246baafe7df81
     18174	     1829.63	 W_A006	10005be095e84b746cdf5e18c9565ae5bc1558fb
     18175	     1829.66	 N_A00D	d836006a00005bbd5b610d64005b800020039a
     18176	     1829.66	 N_A011	13f90500
     18178	     1829.72	 W_A006	10005bf00f3ea416392446296d8e524e45878136
     18181	     1829.82	 W_A006	10005c000b2d58ee71f80834bf5735ea8d89cebd
     18183	     1829.92	 W_A006	10005c107266feb978e4ecad92bc7daf766eef2b
     18186	     1830.01	 W_A006	10005c205215074fe7624a001da83e00bdf467f7
     18188	     1830.11	 W_A006	10005c30a17f1c8d1661582ef4e2844f07c4373f
     18189	     1830.15	 N_A00D	d868006b00005bb45b655164005b800020039a
     18191	     1830.15	 N_A011	13fa0500
     18193	     1830.21	 W_A006	10005c4058489ec8445448fb15ca91fa36cbc251
     18195	     1830.31	 W_A006	10005c504da990462e9f9e6b72e7b63715a19e32
     18198	     1830.41	 W_A006	10005c608a4dd7fc5d35747ef8cde1874187f311
     18200	     1830.51	 W_A006	10005c70fadee83cd8c078fa734430d37c45a018
     18203	     1830.60	 W_A006	10005c803221031476c587224586657b8c316a02
     18204	     1830.64	 N_A00D	d89a006a00005bab5b530064005b800020039a
     18205	     1830.64	 N_A011	13f80500
     18207	     1830.70	 W_A006	10005c9023f807c8951861a5793633a0b3a3607a
     18210	     1830.80	 W_A006	10005ca0cc9127c2e14a43ef9bcae3ca6f766c09
     18212	     1830.88	 N_A00D	d8b3006b00005bab5b51db64005b800020039a
     18213	     1830.88	 N_A011	13f70500
     18214	     1830.89	 W_A006	10005cb027b472412b3c938fd0d79c95b62968b8
     18217	     1830.98	 W_A006	10005cc0afcdbd43e22995c8c6900b1900a5c65f
     18219	     1831.08	 W_A006	10005cd0f03d12dd27e61d3d82ec14c577bc1662
     18220	     1831.13	 N_A00D	d8cc006b00005bbd5b56c064005b800020039a
     18223	     1831.17	 N_A011	13f60500
     18224	     1831.19	 W_A006	10005ce019fcac35f78155d3f3afff3f22ec4cc8
     18226	     1831.28	 W_A006	10005cf0310c6088ff4ae488ff3d62446b826432
     18229	     1831.38	 W_A006	10005d00eda684bbb79dcefe220dbadbddf485e5
     18230	     1831.42	 N_A00D	d8e5006a00005bab5b6a9764005b800020039a
     18231	     1831.42	 N_A011	13f40500
     18233	     1831.48	 W_A006	10005d102bfd7b729be674f125ee35429f349204
     18236	     1831.58	 W_A006	10005d200f0054d3f39eea0b359ecefbceb8f094
     18238	     1831.66	 N_A011	13f30500
     18239	     1831.68	 W_A006	10005d30cfe48832cba6a05128f7a9b4763f17f3
     18242	     1831.77	 W_A006	10005d40b71b34d50b8c8c3a19bf9d7790ca71ee
     18244	     1831.87	 W_A006	10005d50ca2c846164b36fa90c5454b297f93b4b
     18246	     1831.91	 N_A00D	d917006c00005bab5b5e1e64005b800020039a
     18248	     1831.97	 W_A006	10005d607200c9f8af04b747fabddae6f4567d83
     18250	     1832.06	 W_A006	10005d708dbfef1d6b3eb4c50be274aa411fd9d0
     18253	     1832.15	 N_A011	13f50500
     18254	     1832.16	 W_A006	10005d808c6a94e4f06817a0472587dad398ae67
     18256	     1832.26	 W_A006	10005d905049b1bcc6a4f4a89a27fe063f6bc39e
     18259	     1832.36	 W_A006	10005da0f15faa4ebcd5abc05cd5afeece20dae6
     18260	     1832.39	 N_A00D	d949006c00005ba35b50d264005b800020039a
     18262	     1832.45	 W_A006	10005db07014762606d4cbc6ee54ba059c089865
     18265	     1832.55	 W_A006	10005dc041df94b37c318874c91c369b566f3541
     18267	     1832.64	 N_A00D	d962006d00005bab5b629664005b800020039a
     18268	     1832.64	 N_A011	13f70500
     18269	     1832.64	 W_A006	10005dd0568f1dc2bfb88f8a3f6edf6e32cdd712
     18272	     1832.74	 W_A006	10005de02a9f1a97a93c8ef3add10e25076d933f
     18274	     1832.85	 W_A006	10005df0b2535911e4d53273b10fb37c3d7d01bb
     18275	     1832.88	 N_A00D	d97b006d00005b895b57ef64005b800020039a
     18277	     1832.88	 N_A011	13f80500
     18279	     1832.93	 W_A006	10005e00f002011d138bc3fca440ffe2dcd701aa
     18281	     1833.04	 W_A006	10005e10b4d006d82ce3d50cf4a268592502657e
     18284	     1833.12	 N_A00D	d994006d00005bbd5b534664005b800020039a
     18285	     1833.14	 W_A006	10005e206a8febb8a638b8d6bcdf0e46df756ae2
     18286	     1833.17	 N_A011	13f90500
     18288	     1833.23	 W_A006	10005e30b00413708f8dd0b9dffa281d15c93597
     18291	     1833.33	 W_A006	10005e400b99747a057aa098ee49b6149cb19f38
     18293	     1833.42	 N_A00D	d9ad006c00005bb45b59a464005b800020039a
     18294	     1833.43	 W_A006	10005e5035324a00f14a17c4f4803d5918f3c3ba
     18297	     1833.58	 W_A006	10005e60216c0339807489e4a98bdc21c4551d8d
     18299	     1833.67	 W_A006	10005e707bb675c118943262e55f9944e6f5c9a0
     18302	     1833.77	 W_A006	10005e80238197501ec8d088da83beec52d9cabe
     18304	     1833.86	 W_A006	10005e90cabbada047d849505647ee9eef7096ce
     18306	     1833.90	 N_A00D	d9df006c00005bab5b650164005b800020039a
     18308	     1833.96	 W_A006	10005ea01527ac206609069213f5725e26bb9fbf
     18310	     1834.06	 W_A006	10005eb0bc43c519b541a78a71f36328568a2afa
     18313	     1834.15	 N_A011	13f80500
     18314	     1834.16	 W_A006	10005ec04f4f42a574b4e5bdee62d5d683baffa1
     18316	     1834.27	 W_A006	10005ed079943fce250d1c05dbf1711a1ef42b08
     18319	     1834.36	 W_A006	10005ee07cbb2b9208e4b7e4392ffe369b3b8182
     18320	     1834.39	 N_A00D	da11006c00005ba35b6cb764005b800020039a
     18321	     1834.39	 N_A011	13f60500
     18323	     1834.45	 W_A006	10005ef00cab52f90c5c4dc6491ef8530d0e9503
     18326	     1834.55	 W_A006	10005f0013335ed39c65ccd7cca0532d39b8f930
     18328	     1834.64	 N_A00D	da2a006d00005bab5b663164005b800020039a
     18329	     1834.64	 N_A011	13f40500
     18330	     1834.65	 W_A006	10005f1004472aaa5b27b5e9cd2d074e0a7f1853
     18333	     1834.75	 W_A006	10005f2042fab5215c6f0d3fc587e19af0079c08
     18335	     1834.84	 W_A006	10005f30849975e6b16a44f064e1f82ca1f9a5b4
     18336	     1834.88	 N_A00D	da43006c00005bbd5b5aa764005b800020039a
     18338	     1834.88	 N_A011	13f30500
     18340	     1834.94	 W_A006	10005f40964e8472d85d8643019ee0d14e6f7f48
     18342	     1835.03	 W_A006	10005f50a07d5a4329ed7aacb6884c61a3b3cccc
     18345	     1835.12	 N_A00D	da5c006d00005ba35b676364005b800020039a
     18346	     1835.14	 W_A006	10005f60549af6a77c0f4465d2fe46c6c35f0dc1
     18347	     1835.17	 N_A011	13f20500
     18349	     1835.23	 W_A006	10005f702d71bb237ed71378eb61406df7fdfacc
     18352	     1835.33	 W_A006	10005f805f0775ccb9d489e47efdd54bdd559ed6
     18354	     1835.42	 N_A00D	da75006c00005b9a5b626f64005b800020039a
     18355	     1835.43	 W_A006	10005f90a3bb3ab5ff9d67f5dec5e91984bca3aa
     18358	     1835.53	 W_A006	10005fa0dcef09f863a75e7600a7961960782576
     18360	     1835.62	 W_A006	10005fb02e2c5fcf6a5722f0a1443cb8d3872e82
     18362	     1835.66	 N_A00D	da8e006b00005ba35b541264005b800020039a
     18364	     1835.72	 W_A006	10005fc0f899dafbe92d0de29b14cc6eb5ce24d6
     18366	     1835.82	 W_A006	10005fd0550b2d28313223c2aa47723edd49dc7c
     18369	     1835.90	 N_A011	13f40500
     18370	     1835.92	 W_A006	10005fe0418776f62c4c6fe33b6d90177122215a
     18372	     1836.01	 W_A006	10005ff06b1dde8c211c6519d432fe29ef4b00ea
     18375	     1836.11	 W_A006	100060003f091f6fd57e6dc25a186ae72c8f8bba
     18376	     1836.15	 N_A00D	dac0006b00005ba35b65dc64005b800020039a
     18377	     1836.15	 N_A011	13f50500
     18379	     1836.21	 W_A006	100060103c67fd728335b06e40efe3beb7075068
     18382	     1836.31	 W_A006	100060201d784adf2364a31f40eebac3ef6b367f
     18384	     1836.39	 N_A011	13f70500
     18385	     1836.40	 W_A006	100060307067823e508d984e4bd7865fbc0f8e8e
     18388	     1836.49	 W_A006	100060403b9a3a72bd6f6feb5f019589c844f7b8
     18390	     1836.60	 W_A006	100060507b2dc9a1442fa21de970356ecf34c0d3
     18391	     1836.63	 N_A00D	daf2006b00005bc55b5f6364005b800020039a
     18393	     1836.63	 N_A011	13f80500
     18395	     1836.70	 W_A006	10006060e54f058be34d56f376070eb47ef47d0f
     18397	     1836.79	 W_A006	10006070bdf48ce3af8371503a9cdf057b6701f2
     18400	     1836.88	 N_A00D	db0b006c00005bab5b5aec64005b800020039a
     18401	     1836.88	 N_A011	13f90500
     18402	     1836.89	 W_A006	1000608075effdd0890652cc07b0930542aa5852
     18404	     1836.99	 W_A006	10006090ec4928b4bd38f1c220e98eaad5cf1eb1
     18407	     1837.08	 W_A006	100060a072e828ef3460c46c6ffaebee59a25809
     18408	     1837.12	 N_A00D	db24006c00005ba35b644d64005b800020039a
     18410	     1837.18	 W_A006	100060b0fef445566df7d439ca340375a4db086b
     18413	     1837.27	 W_A006	100060c02b33b7130ceee854ead6710130070e14
     18415	     1837.38	 W_A006	100060d0ebb5c2474339f92d13f612d19ca904f7
     18417	     1837.41	 N_A00D	db3d006c00005b895b4eac64005b800020039a
     18419	     1837.47	 W_A006	100060e0821b537f13abcdbab11c5d95ffe0ab9c
     18421	     1837.57	 W_A006	100060f032426716fa866436ffde847e45962407
     18424	     1837.67	 W_A006	100061009e740d9108ed6cf12b72ebf011d4ccee
     18426	     1837.77	 W_A006	10006110c8ef5e4c96bffbb3e6ea36d571f426da
     18429	     1837.86	 W_A006	1000612097a29d98e8ef7f061901879fa0ca4f71
     18430	     1837.90	 N_A00D	db6f006d00005b925b647f64005b8000200399
     18431	     1837.90	 N_A011	13f60500
     18433	     1837.96	 W_A006	10006130c77977b2c0b65dfc172659eb7e9fbcc4
     18436	     1838.06	 W_A006	100061408e1cb96e90cd91c1bfb1d32faeb71b66
     18438	     1838.15	 N_A00D	db88006c00005bbd5b656364005b800020039a
     18439	     1838.15	 N_A011	13f40500
     18440	     1838.16	 W_A006	10006150bd5a359307985e563b38c42e178316b1
     18443	     1838.26	 W_A006	100061600b5ec4be67ad06aa676b83e1ce974a59
     18445	     1838.36	 W_A006	10006170ff191457e59bd1d7c747353055dd56c9
     18446	     1838.39	 N_A00D	dba1006c00005ba35b5f3264005b800020039a
     18448	     1838.39	 N_A011	13f20500
     18450	     1838.45	 W_A006	10006180f3ba49db5f66919769a7a828b3c4d065
     18452	     1838.54	 W_A006	100061900c35e79eb49cae9d141a5a82644c554e
     18455	     1838.63	 N_A00D	dbba006d00005bc55b642e64005b8000200399
     18456	     1838.63	 N_A011	13f10500
     18457	     1838.65	 W_A006	100061a0a42d168a2bc079ffabbe7dba83eede66
     18459	     1838.74	 W_A006	100061b0b3d42c2b0df4686bc172b769409d215a
     18462	     1838.84	 W_A006	100061c090890b032fe2f51c5a9a06bdb8ccee5a
     18463	     1838.88	 N_A00D	dbd3006d00005b9a5b633264005b800020039a
     18465	     1838.93	 W_A006	100061d04855ee9dbd6d81b978375522e520b0fa
     18468	     1839.03	 W_A006	100061e0eb655d263bb5f05552ebeed66909b711
     18482	     1839.12	 N_A00D	dbec006d00005ba35b591f64005b800020039a
     18483	     1839.13	 W_A006	100061f01a5c567c71a6c7daa7aaeb4ad5dedbfb
     18485	     1839.17	 N_A011	13f00500
     18488	     1839.22	 W_A006	10006200cbfbee9488dae79dca3bfc631aaab70b
     18492	     1839.32	 W_A006	10006210939a48efbe07bfa4cce431b69e9380a4
     18496	     1839.41	 N_A00D	dc05006d00005b925b4df664005b8000200399
     18497	     1839.41	 N_A011	13ef0500
     18498	     1839.42	 W_A006	10006220bfe54489f9e23157f4c82dce8286adc7
     18501	     1839.52	 W_A006	10006230c5821b9c2cdc96fd9220fa8ca4e17901
     18508	     1839.62	 W_A006	10006240ff85233231d598da02476914dc43d487
     18509	     1839.66	 N_A00D	dc1e006d00005b9a5b5bc664005b8000200399
     18510	     1839.66	 N_A011	13ee0500
     18513	     1839.72	 W_A006	100062509e0ccee38d55d583636ba57fa76bbf8b
     18517	     1839.82	 W_A006	1000626070d987c33194d8a33b81cc841c9e4fa1
     18523	     1839.91	 W_A006	1000627012d764c64138344630bf44d790d3e52c
     18526	     1840.01	 W_A006	10006280fa8f8a71531ebc741a76c262818e8bf9
     18531	     1840.11	 W_A006	10006290e53a0f56e216c9ee47ef1a2d2a2be4ec
     18532	     1840.14	 N_A00D	dc50006e00005bce5b654664005b8000200399
     18534	     1840.15	 N_A011	13ec0500
     18536	     1840.21	 W_A006	100062a08b72c80f26434a573f397fda88e8f20c
     18540	     1840.30	 W_A006	100062b08d6b5a7cb858a856669ac69bebe75650
     18547	     1840.39	 N_A011	13ea0500
     18549	     1840.40	 W_A006	100062c09f42f5e7d20fe132f5414cf4252ff30b
     18552	     1840.50	 W_A006	100062d016b71529587d381880314c97ef8cb606
     18557	     1840.60	 W_A006	100062e0f8f0d37f14f9dfd5c76f9172b69c9c3b
     18558	     1840.63	 N_A00D	dc82006e00005bab5b728864005b8000200399
     18559	     1840.63	 N_A011	13e80500
     18563	     1840.69	 W_A006	100062f0984b7b5ebd4aeb3fa09fb23210bb7adf
     18568	     1840.79	 W_A006	100063009c7fba145cd2f800a3f4ce8b266198cc
     18571	     1840.88	 N_A00D	dc9b006d00005b925b64a964005b8000200399
     18572	     1840.88	 N_A011	13e60500
     18573	     1840.88	 W_A006	100063104adc89ab2f9bbad9d839a34574323f13
     18580	     1840.99	 W_A006	1000632022da04589483936cb728305a4da18136
     18589	     1841.08	 W_A006	100063300ba50b35a01cd2e1e34ac54b74374580
     18591	     1841.12	 N_A00D	dcb4006b00005bbd5b5c0664005b8000200399
     18593	     1841.17	 N_A011	13e50500
     18594	     1841.18	 W_A006	10006340fd02e4f0daa8ad6fee67286177a63738
     18596	     1841.28	 W_A006	10006350a7a4b0c4aab5bafc50b7556bc2e564f1
     18599	     1841.37	 W_A006	100063600292cf8534ae2570d03fa55440b0fbba
     18600	     1841.41	 N_A00D	dccd006d00005bab5b703264005b8000200399
     18601	     1841.41	 N_A011	13e30500
     18603	     1841.47	 W_A006	100063706e518551d3527c944068fd6672ee6379
     18606	     1841.57	 W_A006	10006380658ce3b498dc43f5d86057806e8d0ca3
     18608	     1841.66	 N_A011	13e10500
     18609	     1841.67	 W_A006	10006390a994397d105f839e477ba900e3e36147
     18612	     1841.76	 W_A006	100063a002d160a904f2bff7102bc82ad73d2c1f
     18614	     1841.86	 W_A006	100063b0fe9785e00c33ad8d60fa192bf36464e5
     18616	     1841.90	 N_A00D	dcff006c00005b9a5b57e264005b800020039a
     18618	     1841.96	 W_A006	100063c0842aacaabfb67d5f15219d8baa0f3ace
     18620	     1842.06	 W_A006	100063d06d03b3c34d6c7c406fd934fe7d32d866
